"product_id";"product_name";"quantity";"product_ean";"product_sku";"product_category_name";"price";"product_tax";"weight";"description";"additional_desc_1";"additional_desc_2";"additional_desc_3";"additional_desc_4";"photo";"additional_photo_1";"additional_photo_2";"additional_photo_3";"additional_photo_4";"additional_photo_5";"additional_photo_6";"additional_photo_7";"additional_photo_8";"additional_photo_9";"additional_photo_10";"additional_photo_11";"additional_photo_12";"additional_photo_13";"additional_photo_14";"additional_photo_15";"product_manufacturer_name"
"449821071";"lululemon The Workout Mat 6mm – rutschfeste Trainings- & Yogamatte, 180 x 66 cm, schwarz";1;"000144351296";"SKU-0172791378";"Yogamatte / Trainingsmatte";98.00;19%;0;"Robuste 6-mm-Trainings- und Yogamatte von lululemon mit rutschfester, texturierter Oberfläche, ausgelegt für hochintensive Workouts mit Schuhen und Gewichten.";"";"";"";"";"https://storage.googleapis.com/trendocean/products/000144351296/other_e83224e6fb283c3d28966149f13ed808.png";"https://storage.googleapis.com/trendocean/products/000144351296/other_4a3d477278d25e1d2d5406d414669c1c.png";"https://storage.googleapis.com/trendocean/products/000144351296/other_442edfdf6f607a864f8cae21d6c034e6.png";"https://storage.googleapis.com/trendocean/products/000144351296/other_5a703ce8a64249f31b40238eab84b173.png";"";"";"";"";"";"";"";"";"";"";"";"";"lululemon"
"449821653";"Homerella Badewanneneinlage rutschfest sicherer Stand 88x39 cm";25;"";"SKU-5687802687";"Badewannen";17.99;19%;0;"Die Homerella Badewanneneinlage UNIFLOW sorgt dank dicht gesetzter Saugnäpfe auf der Unterseite und rutschhemmender Gitterstruktur für sicheren Stand beim Duschen und Baden. Mit Maßen von 88 x 39 cm passt sie in gängige Standardbadewannen, die vielen Öffnungen lassen Wasser schnell ablaufen und erleichtern das Trocknen. Das wasserabweisende, pflegeleichte Material wird einfach abgespült und bleibt bei regelmäßiger Reinigung hygienisch sauber; nach Gebrauch kann die Matte mit dem beiliegenden Haken zum Trocknen aufgehängt werden.";"";"";"";"";"https://storage.googleapis.com/avycloud-product-images/products/homerella-badewanneneinlage-88x39-1/other_80fb6bde6a55041a962f2bda36d88d83.png";"https://storage.googleapis.com/avycloud-product-images/products/homerella-badewanneneinlage-88x39-1/other_95a961fc9d88e41a0d43b6d46de688b7.png";"https://storage.googleapis.com/avycloud-product-images/products/homerella-badewanneneinlage-88x39-1/other_052a694fbbb27b8164fddf97548730d2.png";"https://storage.googleapis.com/avycloud-product-images/products/homerella-badewanneneinlage-88x39-1/other_1e0d5e5390ea01c982ac98f1f797891f.png";"https://storage.googleapis.com/avycloud-product-images/products/homerella-badewanneneinlage-88x39-1/other_ec04781116b685b9d2fe9d3150dd5fbb.jpeg";"";"";"";"";"";"";"";"";"";"";"";"Homerella"
"449821746";"LEONARDO Swing Krug - Wasserkaraffe aus hochwertigem Glas - 1,2 Liter";1;"";"SKU-6614383452";"Karaffen & Dekanter";15.95;19%;0;"Die Leonardo Swing Karaffe präsentiert Wasser, Saft und Schorlen in einem elegant geschwungenen Design. Die leicht geneigte Form mit breitem, stabilem Boden sorgt für sicheren Stand, während der ergonomische Henkel die Karaffe angenehm in der Hand liegen lässt.

Der fein geformte Ausguss erleichtert kontrolliertes, weitgehend tropfreies Einschenken. Mit 1,2 Litern Volumen ist die Karaffe ideal für Familienmahlzeiten, Gäste oder Meetings und passt dank ca. 21 cm Höhe in viele Kühlschranktüren.

Geliefert wird eine Leonardo Swing Karaffe ohne Deckel oder weiteres Zubehör. Handwäsche wird empfohlen; bei Verwendung in der Spülmaschine sind die Herstellerangaben zu beachten.";"";"";"";"";"https://storage.googleapis.com/avycloud-product-images/products/gtin-unknown-leonardo-swing-1.2l-001/other_773cb29d9d96c0584a95e6e3bd2f4f27.png";"https://storage.googleapis.com/avycloud-product-images/products/gtin-unknown-leonardo-swing-1.2l-001/other_70d3d6d65c0c97ece73de16748496f4a.jpeg";"https://storage.googleapis.com/avycloud-product-images/products/gtin-unknown-leonardo-swing-1.2l-001/other_3b74a5647de3aa4b529c3437cfb1dd28.png";"https://storage.googleapis.com/avycloud-product-images/products/gtin-unknown-leonardo-swing-1.2l-001/other_81d21a88220e7313d6255da055e0702b.png";"https://storage.googleapis.com/avycloud-product-images/products/gtin-unknown-leonardo-swing-1.2l-001/other_96827fb5ec86009185ab2c6bda040e09.jpeg";"";"";"";"";"";"";"";"";"";"";"";"Leonardo"
"449821915";"WOLTU Sitzhocker mit Stauraum, faltbar, dunkelgrau";1;"";"SKU-6847456474";"Sitzmöbel";17.95;19%;0;"Faltbarer Sitzhocker/Sitzwürfel mit gepolstertem, samtähnlichem Bezug und verstecktem Stauraum. Maße ca. 37,5 x 37,5 x 38 cm, belastbar bis ca. 150 kg. Dunkelgrau/Anthrazit, werkzeuglos zusammenklappbar und vielseitig als Sitz, Fußbank oder Aufbewahrungswürfel einsetzbar.";"";"";"";"";"https://storage.googleapis.com/trendocean/products/image_001/other_fba574aced96f4387418c51681c48489.png";"https://storage.googleapis.com/trendocean/products/image_001/other_e0a763054af53b40ea6a12c647b22062.png";"https://storage.googleapis.com/trendocean/products/image_001/other_27a95326ba867213bc3a52608448b683.png";"https://storage.googleapis.com/trendocean/products/image_001/other_d10bfcb16d739eab27972e69e5e91d74.png";"https://storage.googleapis.com/trendocean/products/image_001/other_16cdb7d61c1c50a0171cc8c05ce63eab.png";"https://storage.googleapis.com/trendocean/products/image_001/other_1a3087bcaf3193c418f01059680b7ad2.png";"";"";"";"";"";"";"";"";"";"";"WOLTU"
"449822125";"Terry Herrensattel Gel ergonomisch für druckfreies Langstreckenfahren";1;"4260477074874";"SKU-0785869755";"Fahrrad";75.90;19%;0;"Dieser ergonomische Terry Herrensattel mit Gel- und Schaum-Polsterung sorgt für spürbar druckreduzierten Sitzkomfort auf langen Touren. Die speziell auf die männliche Anatomie abgestimmte Form mit zentraler Aussparung entlastet Dammbereich und empfindliches Weichgewebe.

Das 3-Zonen-Komfortkonzept stützt Ihre Sitzknochen gezielt und unterstützt eine effiziente Kraftübertragung auf MTB-, Trekking- und Fitnessrädern. Hochwertige, wetterbeständige Oberflächenmaterialien sind pflegeleicht und lassen sich bei Bedarf einfach feucht reinigen.

Im Lieferumfang enthalten ist ein Terry Fly Exera Gel Men Fahrradsattel, passend für gängige Sattelstützen mit Standard-Klemmsystem. Für optimale Sicherheit und Passform empfehlen wir die Montage und individuelle Einstellung durch einen Fachhändler sowie die Überprüfung der Beckenbreite und Fahrradkompatibilität.";"";"";"";"";"https://storage.googleapis.com/avycloud-product-images/products/terry-fly-exera-gel-men-42300732/other_48c2bbf9f884afb2eee3a22d0e56c00f.png";"https://storage.googleapis.com/avycloud-product-images/products/terry-fly-exera-gel-men-42300732/other_30cb116c755e561d670130261a38c944.png";"https://storage.googleapis.com/avycloud-product-images/products/terry-fly-exera-gel-men-42300732/other_ee893eb7658ba403ce5eae7bd48c0cdc.png";"";"";"";"";"";"";"";"";"";"";"";"";"";"Terry"
"449822625";"Handpan – warmer Klang für Meditation & Yoga";1;"";"SKU-4212491486";"Schlaginstrumente";179.00;19%;0;"Diese Handpan mit neun Noten erzeugt einen warmen, klaren Klang für Meditation, Yoga und Klangtherapie. Die harmonische Stimmung fördert tiefe Entspannung, Achtsamkeit und kreativen musikalischen Ausdruck.

Der Korpus besteht aus lackiertem Stahl mit matter schwarzer Oberfläche und ist robust sowie pflegeleicht. Präzise eingearbeitete Tonfelder ermöglichen ein intuitives Spiel mit den Händen oder den beiliegenden Schlägeln, ideal für Einsteiger und Fortgeschrittene.

Im Lieferumfang enthalten sind die Handpan, zwei Schlägel und eine gepolsterte Tragetasche mit komfortablen Tragegurten. Für eine lange Lebensdauer sollte das Instrument trocken gelagert, regelmäßig mit einem weichen Tuch gereinigt und der Kontakt mit aggressiven Reinigungsmitteln vermieden werden.";"";"";"";"";"https://storage.googleapis.com/avycloud-product-images/products/unknown-ean-1/other_5263a0b0de93dd25705f69b82fc38398.png";"https://storage.googleapis.com/avycloud-product-images/products/unknown-ean-1/other_dc42dc2d36203c4f6110786e01c93569.png";"https://storage.googleapis.com/avycloud-product-images/products/unknown-ean-1/other_fbd454f665589b73a7a2c4711f4c1761.png";"https://storage.googleapis.com/avycloud-product-images/products/unknown-ean-1/other_c0d83ba9b9fa30df515a6b6948e362bf.png";"https://storage.googleapis.com/avycloud-product-images/products/unknown-ean-1/other_9ee35fd6d571c442887803ec4dc85deb.png";"";"";"";"";"";"";"";"";"";"";"";"Unbekannt"
"449822721";"PROGARDEN Gartenbank wetterfest & pflegeleicht 2-Sitzer";0;"";"SKU-2609353370";"Gartenbank";39.99;19%;0;"Die PROGARDEN Gartenbank Genziana bietet zwei bequeme Sitzplätze und verwandelt Terrasse, Balkon oder Garten in eine gemütliche Ruhezone. Ihre kompakte Form nutzt kleine Außenbereiche optimal aus und schafft schnell zusätzliche Sitzgelegenheiten.

Aus wetterfestem, UV-beständigem Polypropylen gefertigt, ist die Bank pflegeleicht und für den ganzjährigen Außeneinsatz geeignet. Das geringe Eigengewicht ermöglicht müheloses Umstellen, während die stabile Konstruktion bis zu 120 kg pro Sitzplatz trägt.

Geliefert wird die Gartenbank zerlegt inklusive Montagematerial und leicht verständlicher Aufbauanleitung. Sie lässt sich einfach mit Wasser und milder Seife reinigen; prüfen Sie regelmäßig Standfestigkeit und Verschraubungen.";"";"";"";"";"https://storage.googleapis.com/avycloud-product-images/products/progarden-genziana-001/other_f40be1a540d85f8f8d57143dfb5b73eb.png";"https://storage.googleapis.com/avycloud-product-images/products/progarden-genziana-001/other_dbf781abf2dcda73b492942e8fdbb469.png";"https://storage.googleapis.com/avycloud-product-images/products/progarden-genziana-001/other_53ed1dd66d28af31ab24d143f8bf1218.png";"https://storage.googleapis.com/avycloud-product-images/products/progarden-genziana-001/other_39cc3800115d98c9c40991a27ace05f4.png";"https://storage.googleapis.com/avycloud-product-images/products/progarden-genziana-001/other_261b1794109166df8f5348c85bff4747.png";"https://storage.googleapis.com/avycloud-product-images/products/progarden-genziana-001/other_c5cce5ca61142f81d44a36a6fab84280.png";"";"";"";"";"";"";"";"";"";"";"PROGARDEN"
"449822798";"Bellabino Kinderregal Towy mobil – fördert selbstständiges Aufräumen";1;"";"SKU-2638580995";"Kinder";44.99;19%;0;"Das Bellabino Kinderregal Towy bringt Ordnung ins Kinderzimmer, in den Kindergarten oder ins Spielzimmer. Die niedrige Bauhöhe und drei offenen Fächer unterstützen Kinder dabei, Spielsachen und Bücher eigenständig zu erreichen und aufzuräumen.

Zwei seitliche Räder und eine kindgerechte Grifföffnung oben ermöglichen leichtes Verschieben und sicheres Manövrieren auch für Kinder. Die robuste, pflegeleichte Oberfläche lässt sich einfach abwischen und sorgt so für hygienische Sauberkeit im Alltag.

Geliefert wird ein Kinderregal Towy inklusive notwendigem Montagematerial und bebilderter Aufbauanleitung. Das Möbelstück wird teilmontiert geliefert, lässt sich in wenigen Schritten per Steckverbindungen fertig aufbauen, und bei Fragen oder Ersatzteilen hilft der Herstellerservice von Bela Living / Bellabino weiter.";"";"";"";"";"https://storage.googleapis.com/avycloud-product-images/products/BB-0046-03-01/other_2977be78c33c4682322e0876a5395c78.png";"https://storage.googleapis.com/avycloud-product-images/products/BB-0046-03-01/other_15bf49dc259b6f6c23b7e69a0abebcbc.png";"https://storage.googleapis.com/avycloud-product-images/products/BB-0046-03-01/other_6ae64c6e9801af2d3aa10e1ed2bce386.png";"https://storage.googleapis.com/avycloud-product-images/products/BB-0046-03-01/other_ffd19beb9bce466f0595bcffee7f89ff.png";"https://storage.googleapis.com/avycloud-product-images/products/BB-0046-03-01/other_181ac146a7d52ede08cbf333054e97fc.png";"https://storage.googleapis.com/avycloud-product-images/products/BB-0046-03-01/other_83b148594e98112e8a83ea42df34daea.png";"";"";"";"";"";"";"";"";"";"";"Bellabino"
"449822902";"UBRAVOO Kindersitzerhöhung Booster – mobil sicher sitzen";1;"";"SKU-0362404564";"Kindersitze";35.99;19%;0;"Die UBRAVOO Kindersitzerhöhung ACE1013 bietet Ihrem Kind eine sichere, erhöhte Sitzposition am Esstisch zuhause oder unterwegs. Dank integriertem 3-Punkt-Gurt sitzt Ihr Nachwuchs stabil und gut gehalten während der Mahlzeiten.

Das leichte, klappbare Design mit weich gepolsterter Sitzschale und robustem Kunststoff sorgt für hohen Komfort und einfache Handhabung. Ein abnehmbares Tablett erleichtert das Füttern und lässt sich zur Reinigung schnell abnehmen und abwischen.

Im Lieferumfang enthalten sind Kindersitzerhöhung, Tablett, Sicherheitsgurt sowie eine ausführliche Montage- und Bedienungsanleitung. Bitte verwenden Sie den Sitz nur entsprechend der Anleitung, beachten Sie die Altersempfehlung und lassen Sie Ihr Kind niemals unbeaufsichtigt sitzen.";"";"";"";"";"https://storage.googleapis.com/avycloud-product-images/products/UBRAVOO-ACE1013-1/other_d79b90fc28a343826b8ac4ef67ecc89d.png";"https://storage.googleapis.com/avycloud-product-images/products/UBRAVOO-ACE1013-1/other_104affac051ab5289724a3391eddaee1.png";"https://storage.googleapis.com/avycloud-product-images/products/UBRAVOO-ACE1013-1/other_c318b0414e2c87690d1b15f76f0bbc7b.png";"https://storage.googleapis.com/avycloud-product-images/products/UBRAVOO-ACE1013-1/other_caab3a535167b490750a3edac2442a77.png";"https://storage.googleapis.com/avycloud-product-images/products/UBRAVOO-ACE1013-1/other_54181c38be36d78c40ab5ff1416c6018.png";"https://storage.googleapis.com/avycloud-product-images/products/UBRAVOO-ACE1013-1/other_f804953a7c963dc60cafb89bf45d9b16.png";"";"";"";"";"";"";"";"";"";"";"UBRAVOO"
"449823978";"House Nordic Servierwagen Noel";1;"5713917008889";"SKU-1738034075";"Servierwagen";89.00;19%;0;"Der House Nordic Servierwagen Beja/Vita ist ein kompakter, mobiler Barwagen mit zwei Ablagen auf vier leichtgängigen Rollen. Maße: B 68 cm x H 79 cm x T 40 cm. Belastbarkeit: je Ablage 5 kg. Farbe Gestell und Ablageflächen: Schwarz. Material: Metallgestell, beschichtet; Ablagen: mitteldichte Holzfaserplatte (MDF). Lieferung flach verpackt (Paket 1: B 72 cm x H 7 cm x T 42 cm; Gewicht Paket 1: 8 kg). Zerlegt geliefert; vollständiger Aufbau durch Endkunde notwendig. Pflegehinweis: mit weichem, leicht feuchtem Tuch reinigen, keine aggressiven Reiniger.";"";"";"";"";"https://storage.googleapis.com/trendocean/products/5713917008889/other_e38e95dd35222dc62990c02295a1e072.png";"https://storage.googleapis.com/trendocean/products/5713917008889/other_ecc4f725f76987ad576d69d53057096c.png";"https://storage.googleapis.com/trendocean/products/5713917008889/other_27ba56896380391abce57a601f5fe8e1.png";"https://storage.googleapis.com/trendocean/products/5713917008889/other_e32aa1182dd812c2d16ef04ba1ded465.png";"";"";"";"";"";"";"";"";"";"";"";"";"House Nordic"
